Time Series of Monthly Average Price for Corn,,,,,
,,,,,
Date,Price ($/bu),,,,
January 1960,1.00,,,,
February 1960,1.01,,,,
March 1960,1.02,,,,
April 1960,1.06,,,,
May 1960,1.08,,,,
June 1960,1.09,,,,
July 1960,1.09,,,,
August 1960,1.07,,,,
September 1960,1.06,,,,
October 1960,0.99,,,,
November 1960,0.90,,,,
December 1960,0.92,,,,
January 1961,0.97,,,,
February 1961,1.01,,,,
March 1961,1.01,,,,
April 1961,0.97,,,,
May 1961,1.02,,,,
June 1961,1.03,,,,
July 1961,1.05,,,,
August 1961,1.04,,,,
September 1961,1.04,,,,
October 1961,1.02,,,,
November 1961,0.99,,,,
December 1961,0.99,,,,
January 1962,0.99,,,,
February 1962,1.00,,,,
March 1962,1.00,,,,
April 1962,1.02,,,,
May 1962,1.04,,,,
June 1962,1.04,,,,
July 1962,1.05,,,,
August 1962,1.03,,,,
September 1962,1.04,,,,
October 1962,1.03,,,,
November 1962,0.99,,,,
December 1962,1.04,,,,
January 1963,1.07,,,,
February 1963,1.09,,,,
March 1963,1.10,,,,
April 1963,1.10,,,,
May 1963,1.11,,,,
June 1963,1.16,,,,
July 1963,1.19,,,,
August 1963,1.19,,,,
September 1963,1.21,,,,
October 1963,1.11,,,,
November 1963,1.05,,,,
December 1963,1.09,,,,
January 1964,1.12,,,,
February 1964,1.11,,,,
March 1964,1.13,,,,
April 1964,1.15,,,,
May 1964,1.17,,,,
June 1964,1.16,,,,
July 1964,1.12,,,,
August 1964,1.12,,,,
September 1964,1.17,,,,
October 1964,1.13,,,,
November 1964,1.07,,,,
December 1964,1.16,,,,
January 1965,1.18,,,,
February 1965,1.20,,,,
March 1965,1.21,,,,
April 1965,1.23,,,,
May 1965,1.26,,,,
June 1965,1.25,,,,
July 1965,1.22,,,,
August 1965,1.18,,,,
September 1965,1.18,,,,
October 1965,1.10,,,,
November 1965,1.04,,,,
December 1965,1.13,,,,
January 1966,1.19,,,,
February 1966,1.20,,,,
March 1966,1.17,,,,
April 1966,1.19,,,,
May 1966,1.21,,,,
June 1966,1.20,,,,
July 1966,1.27,,,,
August 1966,1.34,,,,
September 1966,1.35,,,,
October 1966,1.29,,,,
November 1966,1.26,,,,
December 1966,1.29,,,,
January 1967,1.28,,,,
February 1967,1.26,,,,
March 1967,1.28,,,,
April 1967,1.26,,,,
May 1967,1.25,,,,
June 1967,1.26,,,,
July 1967,1.21,,,,
August 1967,1.11,,,,
September 1967,1.12,,,,
October 1967,1.04,,,,
November 1967,0.98,,,,
December 1967,1.03,,,,
January 1968,1.04,,,,
February 1968,1.06,,,,
March 1968,1.06,,,,
April 1968,1.06,,,,
May 1968,1.09,,,,
June 1968,1.07,,,,
July 1968,1.04,,,,
August 1968,0.99,,,,
September 1968,1.01,,,,
October 1968,0.96,,,,
November 1968,1.04,,,,
December 1968,1.05,,,,
January 1969,1.08,,,,
February 1969,1.09,,,,
March 1969,1.09,,,,
April 1969,1.12,,,,
May 1969,1.19,,,,
June 1969,1.18,,,,
July 1969,1.18,,,,
August 1969,1.18,,,,
September 1969,1.15,,,,
October 1969,1.12,,,,
November 1969,1.07,,,,
December 1969,1.09,,,,
January 1970,1.12,,,,
February 1970,1.14,,,,
March 1970,1.13,,,,
April 1970,1.15,,,,
May 1970,1.18,,,,
June 1970,1.21,,,,
July 1970,1.24,,,,
August 1970,1.27,,,,
September 1970,1.38,,,,
October 1970,1.34,,,,
November 1970,1.29,,,,
December 1970,1.36,,,,
January 1971,1.42,,,,
February 1971,1.43,,,,
March 1971,1.43,,,,
April 1971,1.41,,,,
May 1971,1.38,,,,
June 1971,1.43,,,,
July 1971,1.36,,,,
August 1971,1.19,,,,
September 1971,1.11,,,,
October 1971,1.00,,,,
November 1971,0.97,,,,
December 1971,1.08,,,,
January 1972,1.09,,,,
February 1972,1.09,,,,
March 1972,1.10,,,,
April 1972,1.13,,,,
May 1972,1.15,,,,
June 1972,1.13,,,,
July 1972,1.14,,,,
August 1972,1.15,,,,
September 1972,1.22,,,,
October 1972,1.19,,,,
November 1972,1.20,,,,
December 1972,1.42,,,,
January 1973,1.39,,,,
February 1973,1.35,,,,
March 1973,1.37,,,,
April 1973,1.42,,,,
May 1973,1.61,,,,
June 1973,1.99,,,,
July 1973,2.03,,,,
August 1973,2.68,,,,
September 1973,2.15,,,,
October 1973,2.17,,,,
November 1973,2.18,,,,
December 1973,2.39,,,,
January 1974,2.59,,,,
February 1974,2.76,,,,
March 1974,2.68,,,,
April 1974,2.41,,,,
May 1974,2.45,,,,
June 1974,2.57,,,,
July 1974,2.91,,,,
August 1974,3.37,,,,
September 1974,3.30,,,,
October 1974,3.45,,,,
November 1974,3.32,,,,
December 1974,3.27,,,,
January 1975,3.07,,,,
February 1975,2.86,,,,
March 1975,2.67,,,,
April 1975,2.68,,,,
May 1975,2.66,,,,
June 1975,2.68,,,,
July 1975,2.72,,,,
August 1975,2.95,,,,
September 1975,2.76,,,,
October 1975,2.62,,,,
November 1975,2.33,,,,
December 1975,2.37,,,,
January 1976,2.44,,,,
February 1976,2.48,,,,
March 1976,2.50,,,,
April 1976,2.46,,,,
May 1976,2.61,,,,
June 1976,2.74,,,,
July 1976,2.82,,,,
August 1976,2.64,,,,
September 1976,2.60,,,,
October 1976,2.33,,,,
November 1976,2.02,,,,
December 1976,2.24,,,,
January 1977,2.34,,,,
February 1977,2.34,,,,
March 1977,2.35,,,,
April 1977,2.31,,,,
May 1977,2.25,,,,
June 1977,2.12,,,,
July 1977,1.88,,,,
August 1977,1.63,,,,
September 1977,1.60,,,,
October 1977,1.67,,,,
November 1977,1.88,,,,
December 1977,1.97,,,,
January 1978,2.00,,,,
February 1978,2.03,,,,
March 1978,2.15,,,,
April 1978,2.24,,,,
May 1978,2.29,,,,
June 1978,2.28,,,,
July 1978,2.16,,,,
August 1978,2.01,,,,
September 1978,1.98,,,,
October 1978,1.97,,,,
November 1978,2.02,,,,
December 1978,2.09,,,,
January 1979,2.11,,,,
February 1979,2.18,,,,
March 1979,2.22,,,,
April 1979,2.27,,,,
May 1979,2.35,,,,
June 1979,2.49,,,,
July 1979,2.64,,,,
August 1979,2.54,,,,
September 1979,2.51,,,,
October 1979,2.41,,,,
November 1979,2.27,,,,
December 1979,2.38,,,,
January 1980,2.45,,,,
February 1980,2.39,,,,
March 1980,2.40,,,,
April 1980,2.36,,,,
May 1980,2.42,,,,
June 1980,2.49,,,,
July 1980,2.73,,,,
August 1980,2.92,,,,
September 1980,3.01,,,,
October 1980,2.99,,,,
November 1980,3.10,,,,
December 1980,3.19,,,,
January 1981,3.19,,,,
February 1981,3.22,,,,
March 1981,3.25,,,,
April 1981,3.24,,,,
May 1981,3.24,,,,
June 1981,3.17,,,,
July 1981,3.14,,,,
August 1981,2.87,,,,
September 1981,2.55,,,,
October 1981,2.45,,,,
November 1981,2.34,,,,
December 1981,2.39,,,,
January 1982,2.54,,,,
February 1982,2.44,,,,
March 1982,2.46,,,,
April 1982,2.55,,,,
May 1982,2.60,,,,
June 1982,2.57,,,,
July 1982,2.50,,,,
August 1982,2.30,,,,
September 1982,2.15,,,,
October 1982,1.98,,,,
November 1982,2.13,,,,
December 1982,2.26,,,,
January 1983,2.36,,,,
February 1983,2.56,,,,
March 1983,2.71,,,,
April 1983,2.95,,,,
May 1983,3.03,,,,
June 1983,3.04,,,,
July 1983,3.13,,,,
August 1983,3.35,,,,
September 1983,3.32,,,,
October 1983,3.15,,,,
November 1983,3.17,,,,
December 1983,3.15,,,,
January 1984,3.15,,,,
February 1984,3.11,,,,
March 1984,3.21,,,,
April 1984,3.32,,,,
May 1984,3.34,,,,
June 1984,3.36,,,,
July 1984,3.30,,,,
August 1984,3.12,,,,
September 1984,2.90,,,,
October 1984,2.65,,,,
November 1984,2.55,,,,
December 1984,2.56,,,,
January 1985,2.64,,,,
February 1985,2.62,,,,
March 1985,2.67,,,,
April 1985,2.70,,,,
May 1985,2.68,,,,
June 1985,2.64,,,,
July 1985,2.60,,,,
August 1985,2.44,,,,
September 1985,2.29,,,,
October 1985,2.11,,,,
November 1985,2.21,,,,
December 1985,2.29,,,,
January 1986,2.33,,,,
February 1986,2.32,,,,
March 1986,2.29,,,,
April 1986,2.30,,,,
May 1986,2.39,,,,
June 1986,2.32,,,,
July 1986,2.00,,,,
August 1986,1.73,,,,
September 1986,1.45,,,,
October 1986,1.40,,,,
November 1986,1.47,,,,
December 1986,1.50,,,,
January 1987,1.48,,,,
February 1987,1.42,,,,
March 1987,1.47,,,,
April 1987,1.52,,,,
May 1987,1.66,,,,
June 1987,1.69,,,,
July 1987,1.60,,,,
August 1987,1.47,,,,
September 1987,1.49,,,,
October 1987,1.55,,,,
November 1987,1.61,,,,
December 1987,1.72,,,,
January 1988,1.77,,,,
February 1988,1.83,,,,
March 1988,1.86,,,,
April 1988,1.88,,,,
May 1988,1.94,,,,
June 1988,2.41,,,,
July 1988,2.72,,,,
August 1988,2.65,,,,
September 1988,2.60,,,,
October 1988,2.58,,,,
November 1988,2.51,,,,
December 1988,2.53,,,,
January 1989,2.60,,,,
February 1989,2.59,,,,
March 1989,2.60,,,,
April 1989,2.56,,,,
May 1989,2.58,,,,
June 1989,2.52,,,,
July 1989,2.47,,,,
August 1989,2.27,,,,
September 1989,2.29,,,,
October 1989,2.22,,,,
November 1989,2.24,,,,
December 1989,2.27,,,,
January 1990,2.31,,,,
February 1990,2.32,,,,
March 1990,2.37,,,,
April 1990,2.51,,,,
May 1990,2.62,,,,
June 1990,2.63,,,,
July 1990,2.62,,,,
August 1990,2.51,,,,
September 1990,2.32,,,,
October 1990,2.19,,,,
November 1990,2.16,,,,
December 1990,2.22,,,,
January 1991,2.27,,,,
February 1991,2.32,,,,
March 1991,2.39,,,,
April 1991,2.42,,,,
May 1991,2.38,,,,
June 1991,2.31,,,,
July 1991,2.27,,,,
August 1991,2.33,,,,
September 1991,2.33,,,,
October 1991,2.31,,,,
November 1991,2.29,,,,
December 1991,2.33,,,,
January 1992,2.40,,,,
February 1992,2.46,,,,
March 1992,2.49,,,,
April 1992,2.48,,,,
May 1992,2.49,,,,
June 1992,2.47,,,,
July 1992,2.33,,,,
August 1992,2.15,,,,
September 1992,2.16,,,,
October 1992,2.05,,,,
November 1992,1.98,,,,
December 1992,2.30,,,,
January 1993,2.03,,,,
February 1993,2.00,,,,
March 1993,2.10,,,,
April 1993,2.16,,,,
May 1993,2.14,,,,
June 1993,2.09,,,,
July 1993,2.22,,,,
August 1993,2.25,,,,
September 1993,2.21,,,,
October 1993,2.28,,,,
November 1993,2.45,,,,
December 1993,2.67,,,,
January 1994,2.70,,,,
February 1994,2.79,,,,
March 1994,2.74,,,,
April 1994,2.65,,,,
May 1994,2.60,,,,
June 1994,2.61,,,,
July 1994,2.29,,,,
August 1994,2.16,,,,
September 1994,2.19,,,,
October 1994,2.06,,,,
November 1994,1.99,,,,
December 1994,2.13,,,,
January 1995,2.19,,,,
February 1995,2.23,,,,
March 1995,2.30,,,,
April 1995,2.36,,,,
May 1995,2.42,,,,
June 1995,2.51,,,,
July 1995,2.63,,,,
August 1995,2.63,,,,
September 1995,2.69,,,,
October 1995,2.79,,,,
November 1995,2.87,,,,
December 1995,3.07,,,,
January 1996,3.09,,,,
February 1996,3.37,,,,
March 1996,3.51,,,,
April 1996,3.85,,,,
May 1996,4.14,,,,
June 1996,4.20,,,,
July 1996,4.43,,,,
August 1996,4.30,,,,
September 1996,3.56,,,,
October 1996,2.88,,,,
November 1996,2.66,,,,
December 1996,2.63,,,,
January 1997,2.69,,,,
February 1997,2.65,,,,
March 1997,2.79,,,,
April 1997,2.80,,,,
May 1997,2.69,,,,
June 1997,2.56,,,,
July 1997,2.42,,,,
August 1997,2.50,,,,
September 1997,2.52,,,,
October 1997,2.54,,,,
November 1997,2.51,,,,
December 1997,2.52,,,,
January 1998,2.56,,,,
February 1998,2.55,,,,
March 1998,2.55,,,,
April 1998,2.41,,,,
May 1998,2.34,,,,
June 1998,2.28,,,,
July 1998,2.19,,,,
August 1998,1.89,,,,
September 1998,1.84,,,,
October 1998,1.91,,,,
November 1998,1.93,,,,
December 1998,2.00,,,,
January 1999,2.06,,,,
February 1999,2.05,,,,
March 1999,2.06,,,,
April 1999,2.04,,,,
May 1999,1.99,,,,
June 1999,1.97,,,,
July 1999,1.74,,,,
August 1999,1.75,,,,
September 1999,1.75,,,,
October 1999,1.69,,,,
November 1999,1.70,,,,
December 1999,1.82,,,,
January 2000,1.91,,,,
February 2000,1.98,,,,
March 2000,2.03,,,,
April 2000,2.03,,,,
May 2000,2.11,,,,
June 2000,1.91,,,,
July 2000,1.64,,,,
August 2000,1.52,,,,
September 2000,1.61,,,,
October 2000,1.74,,,,
November 2000,1.86,,,,
December 2000,1.97,,,,
January 2001,1.98,,,,
February 2001,1.96,,,,
March 2001,1.96,,,,
April 2001,1.89,,,,
May 2001,1.82,,,,
June 2001,1.76,,,,
July 2001,1.87,,,,
August 2001,1.90,,,,
September 2001,1.91,,,,
October 2001,1.84,,,,
November 2001,1.85,,,,
December 2001,1.98,,,,
January 2002,1.97,,,,
February 2002,1.93,,,,
March 2002,1.94,,,,
April 2002,1.91,,,,
May 2002,1.93,,,,
June 2002,1.97,,,,
July 2002,2.13,,,,
August 2002,2.38,,,,
September 2002,2.47,,,,
October 2002,2.34,,,,
November 2002,2.28,,,,
December 2002,2.32,,,,
January 2003,2.33,,,,
February 2003,2.34,,,,
March 2003,2.33,,,,
April 2003,2.34,,,,
May 2003,2.38,,,,
June 2003,2.34,,,,
July 2003,2.17,,,,
August 2003,2.15,,,,
September 2003,2.20,,,,
October 2003,2.12,,,,
November 2003,2.20,,,,
December 2003,2.31,,,,
January 2004,2.39,,,,
February 2004,2.61,,,,
March 2004,2.75,,,,
April 2004,2.89,,,,
May 2004,2.87,,,,
June 2004,2.79,,,,
July 2004,2.51,,,,
August 2004,2.34,,,,
September 2004,2.20,,,,
October 2004,2.15,,,,
November 2004,2.05,,,,
December 2004,2.04,,,,
January 2005,2.12,,,,
February 2005,1.95,,,,
March 2005,2.02,,,,
April 2005,2.00,,,,
May 2005,1.98,,,,
June 2005,2.03,,,,
July 2005,2.11,,,,
August 2005,1.95,,,,
September 2005,1.90,,,,
October 2005,1.82,,,,
November 2005,1.77,,,,
December 2005,1.92,,,,
January 2006,2.00,,,,
February 2006,2.02,,,,
March 2006,2.06,,,,
April 2006,2.11,,,,
May 2006,2.17,,,,
June 2006,2.14,,,,
July 2006,2.14,,,,
August 2006,2.09,,,,
September 2006,2.20,,,,
October 2006,2.54,,,,
November 2006,2.87,,,,
December 2006,3.01,,,,
January 2007,3.05,,,,
February 2007,3.44,,,,
March 2007,3.43,,,,
April 2007,3.39,,,,
May 2007,3.49,,,,
June 2007,3.51,,,,
July 2007,3.32,,,,
August 2007,3.26,,,,
September 2007,3.29,,,,
October 2007,3.29,,,,
November 2007,3.43,,,,
December 2007,3.76,,,,
January 2008,3.97,,,,
February 2008,4.53,,,,
March 2008,4.70,,,,
April 2008,5.15,,,,
May 2008,5.28,,,,
June 2008,5.48,,,,
July 2008,5.24,,,,
August 2008,5.26,,,,
September 2008,5.02,,,,
October 2008,4.37,,,,
November 2008,4.26,,,,
December 2008,4.10,,,,
January 2009,4.36,,,,
February 2009,3.87,,,,
March 2009,3.86,,,,
April 2009,3.85,,,,
May 2009,3.97,,,,
June 2009,4.03,,,,
July 2009,3.60,,,,
August 2009,3.33,,,,
September 2009,3.25,,,,
October 2009,3.61,,,,
November 2009,3.65,,,,
December 2009,3.59,,,,
January 2010,3.66,,,,
February 2010,3.55,,,,
March 2010,3.55,,,,
April 2010,3.41,,,,
May 2010,3.48,,,,
June 2010,3.41,,,,
July 2010,3.49,,,,
August 2010,3.65,,,,
September 2010,4.08,,,,
October 2010,4.32,,,,
November 2010,4.55,,,,
December 2010,4.82,,,,
January 2011,4.94,,,,
February 2011,5.64,,,,
March 2011,5.53,,,,
April 2011,6.35,,,,
May 2011,6.30,,,,
June 2011,6.38,,,,
July 2011,6.32,,,,
August 2011,6.88,,,,
September 2011,6.37,,,,
October 2011,5.73,,,,
November 2011,5.83,,,,
December 2011,5.86,,,,
January 2012,6.07,,,,
February 2012,6.28,,,,
March 2012,6.35,,,,
April 2012,6.34,,,,
May 2012,6.34,,,,
June 2012,6.37,,,,
July 2012,7.14,,,,
August 2012,7.63,,,,
September 2012,6.89,,,,
October 2012,6.78,,,,
November 2012,7.01,,,,
December 2012,6.87,,,,
January 2013,6.96,,,,
February 2013,7.04,,,,
March 2013,7.13,,,,
April 2013,6.97,,,,
May 2013,6.97,,,,
June 2013,6.97,,,,
July 2013,6.79,,,,
August 2013,6.21,,,,
September 2013,5.40,,,,
October 2013,4.63,,,,
November 2013,4.37,,,,
December 2013,4.41,,,,
January 2014,4.42,,,,
February 2014,4.35,,,,
March 2014,4.52,,,,
April 2014,4.71,,,,
May 2014,4.71,,,,
June 2014,4.50,,,,
July 2014,4.06,,,,
August 2014,3.63,,,,
September 2014,3.49,,,,
October 2014,3.57,,,,
November 2014,3.60,,,,
December 2014,3.79,,,,
January 2015,3.82,,,,
February 2015,3.79,,,,
March 2015,3.81,,,,
April 2015,3.75,,,,
May 2015,3.64,,,,
June 2015,3.59,,,,
July 2015,3.80,,,,
August 2015,3.68,,,,
September 2015,3.68,,,,
October 2015,3.67,,,,
November 2015,3.59,,,,
December 2015,3.65,,,,
January 2016,3.66,,,,
February 2016,3.58,,,,
March 2016,3.56,,,,
April 2016,3.56,,,,
May 2016,3.68,,,,
June 2016,3.82,,,,
July 2016,3.60,,,,
August 2016,3.21,,,,
September 2016,3.22,,,,
October 2016,3.29,,,,
November 2016,3.23,,,,
December 2016,3.33,,,,
January 2017,3.40,,,,
February 2017,3.44,,,,
March 2017,3.49,,,,
April 2017,3.43,,,,
May 2017,3.45,,,,
June 2017,3.43,,,,
July 2017,3.49,,,,
August 2017,3.27,,,,
September 2017,3.27,,,,
October 2017,3.26,,,,
November 2017,3.15,,,,
December 2017,3.23,,,,
January 2018,3.29,,,,
February 2018,3.38,,,,
March 2018,3.51,,,,